职业类型,职业名称,薪资,地址,资历,学历要求,职业类型,职业简介,公司名称,公司规模,公司类型,时间
系统管理员,IT技术员岗位职责,4-5K,武汉,1-3年,大专,计算机相关专业,"1、大专以上学历,计算机或IT相关专业,1年以上相关工作经验;
2、有企业网络管理、服务器网管工作经验,能对网络故障进行快速定位和排除;
3、熟悉PC机硬件维护,各种网络设备基本维护;对服务器、路由器、防火墙能够熟练操作及维护,具备故障诊断和处理能力;
4、熟悉Windows/Linux系统安装与维护,以及常用应用软件的使用、管理和维护工作;
5、熟悉各类网络协议和服务,比如:TCP/IP协议、各类路由协议、WEB服务、DNS服务、DHCP服务、HTTP服务等;
6、熟悉相关网络安全产品的设置与管理,如防火墙、IDS、防病毒,漏洞评估工具等;
7、良好的沟通能力和合作精神、工作主动性强、耐心细致、责任心强,具有吃苦耐劳精神。",武汉德律慧科技术,0-20人,通信/网络设备,2024上半年
系统管理员,微机员,3-5K,呼伦贝尔,1-3年,大专,"计算机相关专业
IT系统维护管理经验",ERP系统维护，计算机信息录入，与客户对帐，电商店铺管理等微机员的操作工作,集茂云商,20-99人,批发/零售,2024上半年
系统管理员,系统管理员,3-6K,北京,1-3年,中专/中技,计算机相关专业,工作认真负责，踏实肯干,李沪中西医结合医院,20-99人,医疗服务,2024上半年
DBA,数据库测试工程师,15-30K,深圳,1-3年,本科,"MySQL
Oracle
PostgreSQL
MySQL数据库管理经验
熟悉Linux/Unix系统
DBA工作经验","岗位职责：
1、负责华为云数据库解决方案售前测试支持，根据客户数据库上云需求，提供数据库测试方案，完成功能、性能、业务场景测试，解决客户/伙伴数据库运维、使用和应用移植等的问题和需求；
2、编写技术指导文档，基线化数据库测试场景方案、调优指导等。
岗位要求：
1、本科及以上学历，1年及以上IT工作经验，具备云计算或数据库相关工作经验者优先；
2、熟悉C/C++/Java/Python/Shell/GO等至少1种编程语言，具备算法设计与调优能力者优先；
3、对于数据库解决方案有一定的理解，有数据库维护调优经验者优先；
4、具有良好的沟通和组织协调能力，学习和抗压能力强。
备注：面试通过后，与第三方人力资源公司外企德科签订劳动合同。",华为技术有限公司,10000人以上,计算机软件,2024上半年
DBA,高级数据库支持工程师,12-24K,北京,经验不限,大专,"MySQL
DBA
售前","职责：
1. 常驻一线进行数据库销售支持，为本区域数据库产品营收增长负责。
2. 熟悉各类互联网行业应用，具备敏感的数据库嗅觉，定期协助一线梳理挖掘数据库潜在机会点。
3. 协助一线对重点项目进行攻坚，包括用户拜访，数据库架构/问题咨询，数据库方案推荐，POC支持，问题闭环等。
4. 数据库项目管理，梳理区域数据库项目机会点和进展情况，明确完成数据库销售任务所需重点发力方向，并推动一线共同完成。
5. 定期组织数据库培训，对一线人员进行解决方案/最佳实践/新近功能等赋能。
6. 不定期配合一线市场活动，利用市场活动挖掘更多数据库商机。
能力需求：
1. MySQL、SQL Server、PostgreSQL、Redis、MongoDB、HBase等一类或多类数据库DBA经验，其中MySQL为必须项。需熟悉 数据库运维，日常操作，常见业务需求等。
2. 具备电商、游戏、在线教育、物联网/IOT、视频/直播等一类或多类互联网从业经验，对行业应用架构和需求有较深入理解。
3. 良好的沟通能力，逻辑清晰，语言组织有条理，具备细心和耐心。
4. 有客户服务，售前支持，售后交付等工作背景者优先考虑。
其他需求：
1. 可接受区域内短期出差，一般三天以内，省内或临省。",山西哟哟,20-99人,O2O,2024上半年
DBA,DBA,20-25K·14薪,合肥,3-5年,本科,"Java
DBA
NoSQL
MySQL
Redis
MongoDB
Oracle
MySQL数据库管理经验
SQL
Python","1、精通至少一种大型关系型数据库，mysql、oracle 5年以上数据库管理经验；
2、具备较强的数据库设计、SQL优化能力，并能根据业务需求，提供高可用、高性能、可扩展、稳定可靠的数据库解决方案；
3、精通SQL语法及Shell脚本，有Java、Python语言开发经验者优先；
4、有大模型相关数据库如milvus经验的优先;
5、有数据库自动化运维平台开发经验优先；
6、良好的团队协作能力、沟通能力，乐于接受挑战，有责任感，自我驱动，能应对突发情况；",科大讯飞股份有限公司,10000人以上,互联网,2024上半年
DBA,数据工程师,25-50K·15薪,上海,3-5年,本科,"DBA工作经验
TiDB
MySQL
熟悉Linux/Unix系统
Oracle
OCP
Python","我们是一支年轻有活力的数据支撑团队，有多名经验丰富的数据从业者，涵盖了大数据，数据仓库，数据分析师等专业领域，支撑了公司PB级别的数据服务。
我们期待您的加入，我们会有定期的技术分享，会有经验丰富的人来帮助你迅速成长，我们也希望你能够给我们带来新的东西，让我们一起成长。
岗位职责：
1. 负责海外数据中心的维护工作，包括数据库的稳定及高可用，大数据基础架构的稳定及性能调优。
2. 负责海外业务的数据决策，包括实时及离线指标的开发及维护工作，紧密配合项目组做决策分析。
3. 负责数据中心基础架构的选型，调优及跟第三方厂商的沟通的工作。
任职要求：
1. 学历与语言：全日制本科及以上学历，英语沟通流畅，能够适应国际化的工作环境。
2. 基础技能：熟练掌握Linux操作系统，至少精通Shell、Python等脚本语言中的一种，熟练掌握SQL语言，有丰富的调优经验
3. 数据库专业能力：熟练掌握Oracle，MYSQL，Redis，Mongodb等主流数据库，或者熟练掌握阿里云,GCP,AWS等云产品的能力，有丰富的排障能力
4. 大数据架构能力：熟练掌握市面主流的大数据产品，如Hadoop，Doirs，Starrocks，Kafka，或者熟练掌握阿里云,GCP,AWS等云上的大数据产品，有丰富的调优及排障能力
我们秉承“BE WILD. BE FREE.”的品牌主张，坚持始终创业、简单务实、开放包容、勇于担当的文化理念。在这里——
【态度】我们讲求自驱，不设边界，没有人能定义你的舞台和天花板；
【氛围】内部真·扁平，新人的意见、不同的观点都有可能成为波克前行的关键；
【成长】入职即有指导人和成长伙伴双cover，内部分享+外聘大神助你突破自我；
【生活】一日三餐下午茶，房补公寓任你选，节日社团境外游...让游戏不只是工作，更是你的生活！",波克城市,1000-9999人,游戏,2024上半年
DBA,数据库专员,3-5K·13薪,郑州,经验不限,本科,"SQL Server
MySQL
Oracle
SQL","1、用数据库增删改查语句根据要求规范数据
2、服从领导安排
3、态度端正、工作认真负责",河南超星,1000-9999人,广播/影视,2024上半年
DBA,dba高级工程师,17-28K·13薪,上海,3-5年,大专,"Oracle
MySQL
DBA工作经验
熟悉Linux/Unix系统
MySQL数据库管理经验","岗位职责：
1.熟悉Oracle 、DB2、 SQL Server 、My SQL 、Gbase 8a、达梦等其中一款或多款数据库产品。
2.掌握Linux、Windows操作系统的基本操作和基本管理；
3.熟练使用Linux的常用命令，能够进行中等复杂程度的Bash脚本编码。
必备工作经验：
1.有较强的团队意识和合作精神，有良好的沟通能力；
2.学习能力强，工作积极主动，能自我激励，愿意在公司长期发展。
加分项：
1.sql、java等软件开发技能；
2.大数据管理、开发技能。",南大通用,100-499人,计算机软件,2024上半年
DBA,DBA,7-9K,北京,1-3年,大专,"计算机相关专业
DBA工作经验
熟悉Linux/Unix系统","岗位职责:
1. 负责数据库日常运维维护，规范标准的制定与完善
2. 输出标准化文档，数据库性能调优、升级、数据安全管理
3. 结合监控、日志分析，性能监控定义数据库监控指标、阀值标准
4. 主动识别、收集业务系统使用数据库的问题，并闭环解决
5. 推动数据库相关安全问题改进
岗位要求：
1. 专科以上，两年以上数据库调试运维经验，熟悉达梦数据库优先；
2. 掌握Win & Linux操作系统相关知识，熟悉CentOS、麒麟Linux；
3 具备SQL，NoSQL等数据库技术原理、集群管理及调优能力
4. 熟悉TCP协议、HTTP协议、能熟练使用tcpdump等常用抓包工具；
5. 热爱数据库运维工作，能承受压力，学习能力强，做事沉稳细致，具有良好的文档编写和文字表述能力",信力时代,20-99人,计算机软件,2024上半年
DBA,dba数据库工程师,15-19K·13薪,常州,5-10年,本科,"MySQL
MySQL数据库管理经验
DBA工作经验
mysql数据优化
mysql全生命周期运维","【岗位职责】
负责数据库系统的架构设计、开发、优化、协助研发共同维护公司DB相关的稳定性与性能，包含但不限于：
业务管理：SQL评审、对不合理的SQL进行打回，给出SQL优化建议、讨论并制定SQL书写规范
数据库建模：根据系统业务,对业务表创建，索引建立
配置管理：收敛公司业务线的mysql配置。
数据管理：负责公司各个库业务数据备份策略的制定，对业务未来的容量进行预估。
【岗位需求】
1. 全日制统招本科；有5年以上数据库运维经验，熟练掌握Mysql数据库，额外掌握redis, mq, mongodb, oracle数据库的更佳。
2. 理解数据库底层原理（索引，事务，优化器，存储引擎）
3. 熟悉Mysql的全生命周期的运维，从编译部署，参数配置，容量预估，MHA，集群备份，平滑切流，手动主从切换，性能监控和优化等。
4. 掌握一种或多种SQL优化工具，SQL评审工具的使用，并在公司内推进工具的使用。
5. 精通SQL语句，对SQL执行问题有一定的分析和定位问题的能力
6. 会存储过程的编写，有充足的SQL优化经验。
7. 工作真诚，热心，在成就业务组的过程中成就自己。",小羚羊软件,20-99人,计算机软件,2024上半年
DBA,数据库项目经理,25-50K,上海,5-10年,本科,"Oracle
PostgreSQL","岗位职责&任职要求：
1、优秀的学历能力，聪明
2、技术出身，技术水平过硬（oracle或是PG系）；
3、沟通能力强，有销售意识；
4、内部协作能力强，能及时把客户需求分解到公司内部各部门分工推进；
5、具有较强的项目管理能力，能点对点提高客户满意度。",北京海量数据,500-999人,大数据,2024上半年
DBA,DBA,20-40K,杭州,5-10年,本科,"MySQL
Oracle
PostgreSQL
DBA工作经验
熟悉Linux/Unix系统","数据库运维工程师 1人
---------------------------------------
岗位职责：
1. 负责数据库的日常维护、监控、巡检、容量规划、故障排查和安全加固等；
2. 负责数据库的备份恢复、性能优化、数据迁移、故障分析和解决等；
3. 负责数据服务的可用性提升，包括高可用方案设计、容灾设计及数据库的运维自动化与可视化；
4. 负责数据库运维标准化、规范化及运维技术文档的编写及管理；
5. 配合业务需求，进行数据库层架构设计与规划，参与自动化运维相关工具的设计与开发；
任职资格：
1) 3年以上全职数据库DBA工作经验，熟悉MySQL库的内部体系结构和原理（事物、锁、索引、存储等）
2) 较强的SQL掌控能力和数据模型设计，负责审核新业务上线的数据库代码的审核与部署；
3) 能够进行数据库引擎、SQL语句的读写分离的优化分析/设计，并具有高并发下读写分离、分布式的维护经验；
4) 熟悉Linux系统运维管理，至少熟悉Shell/Python/go一种脚本语言进行开发，编程风格良好；
5) 精通MySQL、PostgreSQL、ElasticSearch、MongoDB、Influxdb等主流数据库至少两种的运行机制和架构体系，具备数据库架构与设计能力，对数据库解决方案的优劣和适用场景选型和模型设计；
6) 有良好的沟通、团队协作、主动思考、不断学习的能力和强烈的责任心，认真负责，喜欢有挑战的工作；
7) 良好的沟通表达能力，能够熟练编写各类技术文档；",易云科技,100-499人,互联网,2024上半年
